condition,dfa_bn_pct,a_bn_pct,delta_pp,sem_pp,t95_low_pp,t95_high_pp
low_sample_noisy,66.65018717447917,67.63565063476562,0.9854634602864584,0.26256419614087356,0.2564683831109352,1.7144585374619816
mixed_context,50.71767171223958,48.239695231119796,-2.477976481119792,0.22431657429738056,-3.1007791358424925,-1.8551738263970914
nuisance_dominant,47.372996012369796,50.717519124348954,3.344523111979167,0.2759431334744075,2.5783821497312056,4.110664074227128
task_aligned,87.45803833007812,86.48386637369792,-0.9741719563802084,0.28536991447599186,-1.7664858585977905,-0.18185805416262635
