dataset,n_train,n_test,label_noise,test_label_noise,method,feedback_rank,natural_damping,nc_update_interval,nc_manifold_rank,test_mean,test_sem,train_mean,activity_angle,projected_step,alpha,dim_fraction,margin,feedback_norm,n,pre_activity_condition_mean,pre_activity_effective_rank_mean,pre_activity_top1_fraction_mean,local_error_condition_mean,local_error_effective_rank_mean,local_error_top1_fraction_mean,bp_error_condition_mean,bp_error_effective_rank_mean,bp_error_top1_fraction_mean
cifar10,3000.0,3000.0,0.1,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1211111103494961,0.0057651264207751,0.11796875,98.44593419263134,-4.971938085472329e-09,0.983013810714086,0.09375,0.8892638107140859,,15,659020308.36486,18.38415501912435,0.4974255373080571,1.0004525224367775,29.42929197947184,0.113766295214494,8.757435286494601e+21,3.16789040962855,0.6476526995499928
cifar10,3000.0,3000.0,0.2,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1156222214301426,0.0047503678051241,0.1127604166666666,98.9544890435836,-5.733017028773536e-09,0.9836310227711996,0.09375,0.8898810227711995,,15,614733596.8981934,18.35375933647156,0.4979997207721074,1.000427250067393,29.95116427739461,0.1097945315142472,8.165135524416896e+21,3.038680032889048,0.6624406933784485
cifar10,3000.0,3000.0,0.4,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1076444452007611,0.0041273980065718,0.1029947916666666,100.59687584838125,-9.986116097912204e-09,0.9863077640533447,0.09375,0.8925577640533447,,15,528136717.96486,18.258002916971844,0.5043404489755631,1.000407910346985,31.13830165863037,0.1096784050265947,5.427216200545247e+21,2.503659971555074,0.7370488663514455
cifar10,10000.0,3000.0,0.0,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1192888885736465,0.0068625093222281,0.1229166666666666,93.95752403450206,6.367812945832477e-11,0.9823565344015758,0.09375,0.8886065344015758,,15,7159289935.381909,18.33736162185669,0.4795620659987131,1.000498060385386,27.90343844095866,0.1218314332266648,1.5545476358872758e+27,3.756164781252543,0.584847941994667
cifar10,10000.0,3000.0,0.1,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1250222211082776,0.0069139433255841,0.126953125,94.38809161074622,4.0607561475339846e-11,0.9820171614487966,0.09375,0.8882671614487966,,15,6621260845.248576,18.30688939094544,0.4819297293821971,1.0004765351613365,28.48725150426229,0.118654729425907,1.2648430266908255e+27,3.615595515569051,0.5777535766363144
cifar10,10000.0,3000.0,0.2,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1156000008185704,0.0052282506926029,0.119921875,96.30806286924016,-1.2955471807987351e-11,0.9833183526992798,0.09375,0.8895683526992798,,15,6110130733.248576,18.262873729070023,0.4851385414600372,1.0004602551460269,29.139839839935306,0.1176465193430582,9.89048881811818e+26,3.315105120340983,0.6374271372954051
cifar10,10000.0,3000.0,0.4,0.0,drtp_random,0.0,0.3,10.0,64.0,0.1076666673024495,0.003718251790672,0.1040364583333333,99.800373277602,-2.091664543397917e-10,0.9857895374298096,0.09375,0.8920395374298096,,15,5212696314.048575,18.140911332766212,0.4943043887615204,1.0004182577133178,31.074156284332275,0.1145065652827421,8.336362881423874e+26,2.648088761170705,0.7008643279472987
cifar10,1000.0,3000.0,0.0,0.0,fa_random,0.0,0.3,10.0,64.0,0.1666444445649782,0.00755610173463,0.16796875,90.70970997527296,-1.7919710430784143e-06,0.9440655072530112,0.09375,0.8503155072530111,,15,62928019.31908366,20.60717329978943,0.3645712157090504,1.0146109580993652,24.92596648534139,0.245216043293476,512992811089.241,8.430487314860025,0.4245363225539525
cifar10,1000.0,3000.0,0.1,0.0,fa_random,0.0,0.3,10.0,64.0,0.156288889547189,0.0048422597646478,0.1591145833333333,92.36732362462998,-2.185173289914744e-06,0.947592846552531,0.09375,0.853842846552531,,15,64021026.51908366,20.432515637079877,0.3709833532571792,1.0140075524648031,23.665325101216634,0.2630613659818966,1507314034729.8325,7.298108084996541,0.4947776193420092
cifar10,1000.0,3000.0,0.2,0.0,fa_random,0.0,0.3,10.0,64.0,0.1337999984622001,0.0052041696918582,0.127734375,97.28977352694751,-2.907332001470901e-06,0.951724354426066,0.09375,0.8579743544260661,,15,56214192.65241699,20.16053150494893,0.3727641691764196,1.0144769946734111,19.624245675404868,0.3006755739450454,276432277531.15814,6.688234706719716,0.4864478339751562
cifar10,1000.0,3000.0,0.4,0.0,fa_random,0.0,0.3,10.0,64.0,0.1170000006755192,0.006626146951133,0.103515625,97.232546412804,-2.548199393833291e-06,0.9542323410511016,0.09375,0.8604823410511017,,15,61962201.985750325,19.75157384872437,0.3987463106711705,1.013881492614746,20.163581681251525,0.3283486798405647,595147059011.9615,6.447648930549621,0.4959759990374247
cifar10,3000.0,3000.0,0.0,0.0,fa_random,0.0,0.3,10.0,64.0,0.1961999992529551,0.0104924160946932,0.2006510416666666,83.20887623345548,5.365328824188017e-07,0.938089116414388,0.09375,0.844339116414388,,15,104144983.8315267,21.875157515207928,0.3373361468315125,1.0163270235061646,27.546197001139323,0.2389571617046991,8632679404338.998,11.36367907524109,0.3654610345760981
cifar10,3000.0,3000.0,0.1,0.0,fa_random,0.0,0.3,10.0,64.0,0.174088888367017,0.0063094342387979,0.175,83.04642743024145,5.852551653925722e-07,0.942614217599233,0.09375,0.848864217599233,,15,108156652.6315267,21.279717842737835,0.3547360777854919,1.013284166653951,26.014173984527588,0.245512543618679,30815940963603.48,10.08930656115214,0.3948857322335243
cifar10,3000.0,3000.0,0.2,0.0,fa_random,0.0,0.3,10.0,64.0,0.151666668554147,0.007298909275629,0.141796875,92.40198508618944,-4.828642968906828e-07,0.9463444312413534,0.09375,0.8525944312413534,,15,119918668.36486004,21.119202613830566,0.3571745743354161,1.0161216020584107,23.976477336883544,0.272720252474149,147244135310181.12,9.73648362159729,0.4024926960468292
cifar10,3000.0,3000.0,0.4,0.0,fa_random,0.0,0.3,10.0,64.0,0.1373555546005566,0.0061464887277593,0.1178385416666666,91.83337249750537,-2.7096133981020324e-07,0.95288046002388,0.09375,0.85913046002388,,15,117838984.6315267,20.561196343104044,0.3701485832532247,1.0133756160736085,22.100323232014976,0.2804743816455205,50114598357740.97,7.715834744771322,0.4580959399541219
cifar10,10000.0,3000.0,0.0,0.0,fa_random,0.0,0.3,10.0,64.0,0.2052888900041579,0.0089730855410319,0.2196614583333333,73.26093804367338,1.0929116122104787e-06,0.9185547848542532,0.09375,0.8248047848542531,,15,164093911.64857584,22.870160802205405,0.3222837020953496,1.012053167819977,28.82450644175212,0.2398914113640785,294615518723561.44,12.715853373209637,0.3840139855941136
cifar10,10000.0,3000.0,0.1,0.0,fa_random,0.0,0.3,10.0,64.0,0.1843555599451064,0.0102045986206651,0.180078125,77.25642444300165,6.726041421230752e-07,0.9258660455544788,0.09375,0.8321160455544789,,15,168817931.64857584,22.31762170791626,0.326948090394338,1.0092584411303205,28.558700243632,0.2248878116408983,398857702135045.94,10.137229092915852,0.4372521509726842
cifar10,10000.0,3000.0,0.2,0.0,fa_random,0.0,0.3,10.0,64.0,0.1618888884782791,0.0120722106738882,0.1609375,78.85781270836638,3.817775333148088e-07,0.9357300917307536,0.09375,0.8419800917307536,,15,213263527.91524252,22.01249100367228,0.3291292548179626,1.012703549861908,25.31129584312439,0.271435801188151,1051337156280519.6,10.981527860959371,0.4063765287399292
cifar10,10000.0,3000.0,0.4,0.0,fa_random,0.0,0.3,10.0,64.0,0.1322000006834665,0.005395059590016,0.1165364583333333,90.10387426228384,4.468021309299761e-08,0.9503450691699982,0.09375,0.8565950691699982,,15,209497779.64857584,21.251661268870038,0.3412908097108205,1.0099053263664246,22.078626918792725,0.2990374296903609,8032322396065866.0,7.454446212450663,0.513501787185669
cifar10,1000.0,3000.0,0.0,0.0,ndfa_random,0.0,0.3,10.0,64.0,0.3184444407622019,0.0010372262113246,1.0,67.44309877898623,6.051325209935507,0.2137289921442667,0.09375,0.1199789921442667,,15,1676.549408976237,55.55597839355469,0.2357546667257944,1.0000053564707438,54.61709683736165,0.1088481284677982,1.0,67.35972862243652,0.1002537968258062
