condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,test_acc
mixed_context,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.61083984375
mixed_context,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.61767578125
mixed_context,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.5859375
task_aligned,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.938232421875
task_aligned,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.15,0.1,0.906005859375
mixed_context,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.62158203125
mixed_context,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.6171875
task_aligned,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.15,0.1,0.908935546875
task_aligned,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.900390625
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.342529296875
nuisance_dominant,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.350341796875
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.35107421875
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.55517578125
task_aligned,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.920166015625
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.308837890625
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.54052734375
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.555908203125
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.548583984375
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.54296875
task_aligned,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.1,0.89794921875
task_aligned,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.1,0.873779296875
task_aligned,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.932373046875
mixed_context,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,0.320556640625
mixed_context,dfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,0.3310546875
mixed_context,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,0.3046875
mixed_context,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.46142578125
task_aligned,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.93896484375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.2,0.33154296875
mixed_context,dfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,0.31982421875
mixed_context,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.5263671875
mixed_context,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.560791015625
mixed_context,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.477294921875
mixed_context,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.523681640625
mixed_context,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.473388671875
mixed_context,dfa_random,3.0,0.0,0.0,14.0,512.0,0.05,0.2,0.343505859375
task_aligned,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.92578125
task_aligned,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.1,0.915771484375
mixed_context,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.539794921875
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.38623046875
task_aligned,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.907958984375
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.39013671875
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.39990234375
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.52587890625
task_aligned,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.896484375
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.372314453125
task_aligned,dfa_random,3.0,1.0,0.0,14.0,512.0,0.05,0.1,0.913818359375
low_sample_noisy,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.51513671875
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.520263671875
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.53662109375
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.31201171875
task_aligned,dfa_random,3.0,0.0,0.0,14.0,512.0,0.05,0.1,0.914306640625
task_aligned,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.1,0.908935546875
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.543212890625
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.5205078125
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.53076171875
mixed_context,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.2,0.3408203125
mixed_context,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.2,0.341552734375
mixed_context,dfa_random,3.0,2.0,0.0,14.0,512.0,0.05,0.2,0.36328125
mixed_context,dfa_random,3.0,1.0,0.0,14.0,512.0,0.05,0.2,0.35302734375
mixed_context,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.567626953125
task_aligned,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.94140625
task_aligned,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.938232421875
mixed_context,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.2,0.349365234375
mixed_context,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.541748046875
mixed_context,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.573486328125
mixed_context,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.56298828125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.571044921875
mixed_context,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.56689453125
mixed_context,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.2,0.310546875
task_aligned,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.1,0.91259765625
task_aligned,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.902099609375
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.374267578125
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.863037109375
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.855712890625
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.848388671875
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.825927734375
task_aligned,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.92236328125
task_aligned,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.908935546875
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.85302734375
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.36669921875
task_aligned,dfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.1,0.905517578125
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.557373046875
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.550537109375
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.534912109375
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.39404296875
task_aligned,dfa_random,3.0,2.0,0.0,14.0,512.0,0.05,0.1,0.91748046875
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.691162109375
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.67724609375
mixed_context,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.2,0.298828125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.2,0.32470703125
mixed_context,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.2,0.322021484375
mixed_context,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.2,0.297607421875
mixed_context,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.498779296875
task_aligned,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.916259765625
mixed_context,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.2,0.33154296875
task_aligned,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.921142578125
mixed_context,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.527587890625
mixed_context,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.50048828125
mixed_context,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.50244140625
mixed_context,dfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.353759765625
task_aligned,dfa_random,2.0,1.0,0.0,14.0,4096.0,0.15,0.1,0.904296875
mixed_context,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.53955078125
mixed_context,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.558837890625
task_aligned,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.15,0.1,0.92333984375
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.865478515625
nuisance_dominant,dfa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.864990234375
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.864013671875
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.8701171875
task_aligned,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.91455078125
task_aligned,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.9052734375
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.849365234375
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.699951171875
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.693359375
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.703125
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.691650390625
task_aligned,dfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.1,0.89306640625
task_aligned,dfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.1,0.902099609375
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.664794921875
low_sample_noisy,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.656982421875
task_aligned,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.91943359375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.368408203125
mixed_context,dfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.1,0.37890625
mixed_context,dfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.364013671875
mixed_context,dfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.1,0.345947265625
mixed_context,dfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.1,0.363525390625
mixed_context,dfa_random,2.0,2.0,0.0,14.0,512.0,0.15,0.1,0.3603515625
task_aligned,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.92626953125
mixed_context,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.501953125
mixed_context,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.423828125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.51123046875
task_aligned,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.1,0.910888671875
mixed_context,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.409423828125
mixed_context,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.414306640625
task_aligned,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.924072265625
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.872314453125
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.0,0.768310546875
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.0,0.777099609375
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.66650390625
task_aligned,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.875244140625
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.876708984375
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.8662109375
task_aligned,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.88916015625
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.6318359375
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.652587890625
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.652587890625
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.681884765625
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.877197265625
task_aligned,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.1,0.885009765625
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.68017578125
task_aligned,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.1,0.87451171875
task_aligned,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.927734375
mixed_context,dfa_random,2.0,0.0,0.0,14.0,512.0,0.15,0.1,0.35009765625
mixed_context,dfa_random,1.0,2.0,0.0,14.0,512.0,0.15,0.1,0.291259765625
mixed_context,dfa_random,2.0,1.0,0.0,14.0,512.0,0.15,0.1,0.3623046875
mixed_context,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.475830078125
task_aligned,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.91015625
mixed_context,dfa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.1,0.314697265625
mixed_context,dfa_random,1.0,1.0,0.0,14.0,512.0,0.15,0.1,0.31689453125
mixed_context,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.51416015625
task_aligned,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.1,0.907958984375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.51416015625
mixed_context,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.50244140625
mixed_context,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.497314453125
mixed_context,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.1,0.366943359375
task_aligned,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.906494140625
mixed_context,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.5185546875
mixed_context,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.51513671875
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.0,0.706298828125
task_aligned,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.90234375
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.0,0.74072265625
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.0,0.723388671875
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.65283203125
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.2,0.70556640625
task_aligned,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.90234375
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.0,0.777587890625
task_aligned,dfa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.1,0.8740234375
task_aligned,dfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.1,0.886474609375
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.2,0.72802734375
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.2,0.73046875
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.875
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.2,0.722412109375
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.2,0.721435546875
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.2,0.7216796875
task_aligned,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.92333984375
mixed_context,dfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.1,0.3779296875
mixed_context,dfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.1,0.356201171875
mixed_context,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.1,0.34765625
mixed_context,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.3916015625
task_aligned,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.93017578125
mixed_context,dfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.1,0.389892578125
mixed_context,dfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.1,0.365966796875
task_aligned,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.923828125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.4736328125
mixed_context,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.47119140625
mixed_context,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.397216796875
mixed_context,dfa_random,3.0,1.0,0.0,14.0,512.0,0.05,0.1,0.36181640625
mixed_context,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.467529296875
task_aligned,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.1,0.927490234375
task_aligned,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.1,0.927978515625
task_aligned,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.9111328125
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.0,0.79833984375
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.0,0.798828125
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.15,0.0,0.779541015625
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.15,0.0,0.7890625
task_aligned,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.923828125
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.15,0.0,0.78955078125
nuisance_dominant,dfa_random,2.0,1.0,0.0,14.0,4096.0,0.15,0.0,0.78955078125
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.0,0.80322265625
task_aligned,dfa_random,1.0,2.0,0.0,14.0,512.0,0.15,0.1,0.867431640625
low_sample_noisy,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.05,0.2,0.6943359375
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.2,0.7080078125
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.05,0.2,0.695068359375
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.15,0.0,0.775390625
task_aligned,dfa_random,1.0,1.0,0.0,14.0,512.0,0.15,0.1,0.8486328125
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.2,0.688232421875
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.2,0.707763671875
task_aligned,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.89599609375
mixed_context,dfa_random,3.0,0.0,0.0,14.0,512.0,0.05,0.1,0.3818359375
mixed_context,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.1,0.373291015625
mixed_context,dfa_random,3.0,2.0,0.0,14.0,512.0,0.05,0.1,0.391845703125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.1,0.38427734375
task_aligned,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.924560546875
task_aligned,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.9375
mixed_context,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.492431640625
mixed_context,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.478271484375
mixed_context,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.47998046875
mixed_context,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.48583984375
task_aligned,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.9189453125
mixed_context,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.39697265625
mixed_context,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.478759765625
task_aligned,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.94140625
task_aligned,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.933349609375
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.77001953125
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.73974609375
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.716796875
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.15,0.0,0.77978515625
task_aligned,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.918212890625
task_aligned,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.91796875
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.2,0.693359375
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.2,0.693603515625
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.2,0.688232421875
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.2,0.702392578125
task_aligned,dfa_random,2.0,0.0,0.0,14.0,512.0,0.15,0.1,0.860107421875
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.7646484375
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.769775390625
task_aligned,dfa_random,2.0,1.0,0.0,14.0,512.0,0.15,0.1,0.871826171875
task_aligned,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.9423828125
mixed_context,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.1,0.336181640625
mixed_context,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.1,0.336181640625
mixed_context,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.1,0.37060546875
mixed_context,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.1,0.310791015625
task_aligned,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.932861328125
mixed_context,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,0.373046875
mixed_context,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,0.3828125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,0.37158203125
task_aligned,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.95068359375
mixed_context,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.47119140625
mixed_context,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.4521484375
mixed_context,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.441650390625
mixed_context,dfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.0,0.40283203125
task_aligned,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.94384765625
mixed_context,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.466552734375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.476806640625
task_aligned,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.93310546875
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.771484375
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.76171875
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.757568359375
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.7802734375
task_aligned,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.92236328125
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.72509765625
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.728271484375
task_aligned,dfa_random,2.0,2.0,0.0,14.0,512.0,0.15,0.1,0.89990234375
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.77880859375
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.787353515625
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.769287109375
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.757080078125
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.754638671875
task_aligned,dfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.1,0.889892578125
task_aligned,dfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.1,0.8876953125
mixed_context,dfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.0,0.425048828125
task_aligned,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.93212890625
mixed_context,dfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.0,0.40380859375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.0,0.415283203125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.2,0.44091796875
mixed_context,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.43505859375
task_aligned,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.9365234375
