condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,test_acc
mixed_context,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.52099609375
mixed_context,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.852783203125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.498779296875
task_aligned,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.697509765625
nuisance_dominant,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.4,0.183349609375
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.26025390625
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.2568359375
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.2,0.229736328125
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.248779296875
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.4,0.19384765625
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.1,0.30029296875
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.1,0.26904296875
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.1,0.27783203125
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.749755859375
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.1,0.70947265625
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.683837890625
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.760009765625
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,512.0,0.15,0.1,0.250244140625
task_aligned,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.4,0.728759765625
task_aligned,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.4,0.775390625
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.67578125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.85986328125
mixed_context,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.857177734375
mixed_context,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.859130859375
mixed_context,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.875244140625
mixed_context,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.55517578125
mixed_context,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.834716796875
task_aligned,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.7998046875
task_aligned,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.796630859375
mixed_context,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.56103515625
mixed_context,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.2,0.518798828125
mixed_context,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.5419921875
mixed_context,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.05,0.0,0.867919921875
mixed_context,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.555908203125
mixed_context,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.2,0.572509765625
task_aligned,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.731689453125
task_aligned,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.719482421875
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.2,0.201416015625
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.2,0.185791015625
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.2,0.228515625
nuisance_dominant,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.2,0.245361328125
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.2,0.236572265625
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.4,0.168212890625
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.4,0.16796875
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.8173828125
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.1,0.764892578125
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.1,0.758056640625
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.820068359375
task_aligned,dfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.4,0.710205078125
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.831298828125
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.812744140625
task_aligned,dfa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.4,0.72412109375
task_aligned,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.791748046875
mixed_context,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.05,0.0,0.857421875
mixed_context,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.85595703125
mixed_context,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.05,0.0,0.84423828125
task_aligned,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.837158203125
mixed_context,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.37939453125
mixed_context,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.3623046875
mixed_context,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.369140625
mixed_context,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.389404296875
mixed_context,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.41552734375
mixed_context,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.367431640625
task_aligned,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.787353515625
task_aligned,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.777099609375
mixed_context,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.388916015625
mixed_context,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.15,0.2,0.52001953125
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,512.0,0.05,0.2,0.25341796875
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.2,0.240966796875
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,512.0,0.05,0.2,0.261962890625
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.829833984375
nuisance_dominant,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.2,0.232421875
nuisance_dominant,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.2,0.24072265625
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.4,0.16162109375
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.4,0.19970703125
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.80908203125
low_sample_noisy,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.821044921875
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.819580078125
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.840576171875
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.2,0.183837890625
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.779296875
task_aligned,dfa_random,1.0,2.0,0.0,14.0,512.0,0.15,0.4,0.730224609375
task_aligned,dfa_random,1.0,1.0,0.0,14.0,512.0,0.15,0.4,0.713134765625
mixed_context,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.391357421875
mixed_context,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.40087890625
mixed_context,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.413330078125
mixed_context,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.387939453125
mixed_context,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.4296875
task_aligned,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.820068359375
task_aligned,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.832763671875
mixed_context,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.38818359375
mixed_context,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.391845703125
mixed_context,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.4072265625
mixed_context,dfa_random,2.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.403564453125
mixed_context,dfa_random,2.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.41015625
mixed_context,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.409912109375
mixed_context,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.350341796875
task_aligned,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.746826171875
task_aligned,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.814208984375
mixed_context,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.37255859375
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.2,0.2275390625
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.2,0.23681640625
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.2,0.2333984375
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.2,0.234130859375
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.765625
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.74951171875
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.4,0.186767578125
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.4,0.202880859375
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.8681640625
task_aligned,dfa_random,2.0,1.0,0.0,14.0,512.0,0.15,0.4,0.658447265625
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.80859375
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.821533203125
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,512.0,0.05,0.2,0.271728515625
task_aligned,dfa_random,2.0,0.0,0.0,14.0,512.0,0.15,0.4,0.7294921875
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.85546875
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.813232421875
task_aligned,dfa_random,3.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.86083984375
mixed_context,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.338134765625
mixed_context,dfa_random,2.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.37109375
mixed_context,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.378662109375
mixed_context,dfa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.393310546875
mixed_context,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.4,0.373291015625
mixed_context,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.4,0.3984375
task_aligned,dfa_random,3.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.7998046875
task_aligned,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.87548828125
task_aligned,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.83740234375
mixed_context,dfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.4,0.392578125
mixed_context,dfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.4,0.401611328125
mixed_context,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.4,0.3671875
task_aligned,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.877197265625
mixed_context,dfa_random,3.0,2.0,0.0,14.0,2048.0,0.05,0.4,0.40283203125
nuisance_dominant,ndfa_random,1.0,1.0,0.0,14.0,512.0,0.15,0.2,0.21435546875
nuisance_dominant,ndfa_random,2.0,1.0,0.0,14.0,512.0,0.15,0.2,0.263427734375
nuisance_dominant,ndfa_random,2.0,0.0,0.0,14.0,512.0,0.15,0.2,0.265380859375
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.2,0.2763671875
nuisance_dominant,ndfa_random,2.0,2.0,0.0,14.0,512.0,0.15,0.2,0.244140625
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.2,0.24853515625
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.2,0.250732421875
nuisance_dominant,ndfa_random,1.0,0.0,0.0,14.0,512.0,0.15,0.2,0.196533203125
nuisance_dominant,ndfa_random,1.0,2.0,0.0,14.0,512.0,0.15,0.2,0.199951171875
low_sample_noisy,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.813232421875
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.834716796875
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.84326171875
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.81591796875
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.2,0.245849609375
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,512.0,0.15,0.4,0.680908203125
task_aligned,ndfa_random,2.0,2.0,0.0,14.0,512.0,0.15,0.4,0.70556640625
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.84814453125
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.2,0.259033203125
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.4,0.712158203125
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.835205078125
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.4,0.719482421875
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.4,0.743408203125
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.2,0.270751953125
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.82763671875
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.2,0.267578125
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.7978515625
low_sample_noisy,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.0,0.8203125
low_sample_noisy,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.820556640625
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.788330078125
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.0,0.789306640625
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.0,0.81201171875
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,512.0,0.15,0.4,0.685546875
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,512.0,0.15,0.4,0.6806640625
task_aligned,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.768798828125
nuisance_dominant,ndfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.233642578125
nuisance_dominant,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.246826171875
nuisance_dominant,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.327880859375
task_aligned,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.7509765625
nuisance_dominant,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.243896484375
task_aligned,ndfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.75244140625
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.625
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.618408203125
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.60986328125
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.62060546875
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.63720703125
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.617919921875
task_aligned,ndfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.707275390625
task_aligned,ndfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.722412109375
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.43701171875
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.333984375
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.419677734375
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.31982421875
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.340576171875
task_aligned,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.7548828125
task_aligned,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.75732421875
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.46142578125
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.427734375
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.0,0.65185546875
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.0,0.578857421875
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.0,0.627685546875
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.0,0.61181640625
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.465087890625
task_aligned,ndfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.722412109375
task_aligned,ndfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.695068359375
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.0,0.66357421875
task_aligned,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.784423828125
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.36669921875
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.32861328125
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.331298828125
low_sample_noisy,ndfa_random,2.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.610107421875
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.362548828125
nuisance_dominant,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.3251953125
task_aligned,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.7919921875
task_aligned,ndfa_random,2.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.7177734375
task_aligned,ndfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.7158203125
low_sample_noisy,ndfa_random,2.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.61572265625
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.605224609375
low_sample_noisy,ndfa_random,2.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.600341796875
nuisance_dominant,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.336181640625
task_aligned,ndfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.7294921875
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.5986328125
nuisance_dominant,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.43017578125
nuisance_dominant,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.4228515625
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.470458984375
nuisance_dominant,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.430419921875
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,512.0,0.05,0.0,0.6728515625
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,512.0,0.05,0.0,0.673583984375
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.7724609375
task_aligned,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.775634765625
low_sample_noisy,ndfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.0,0.68701171875
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.7734375
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,512.0,0.05,0.0,0.701416015625
low_sample_noisy,ndfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.0,0.68017578125
nuisance_dominant,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.318359375
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.812744140625
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.0,0.591552734375
low_sample_noisy,ndfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.0,0.659423828125
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.325927734375
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.4,0.294677734375
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.3154296875
nuisance_dominant,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.233154296875
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.593017578125
task_aligned,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.80615234375
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.852294921875
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.32470703125
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.663818359375
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.652587890625
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.62060546875
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.597412109375
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.5927734375
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.361083984375
task_aligned,ndfa_random,2.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.71484375
task_aligned,ndfa_random,2.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.66650390625
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,0.662353515625
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.4130859375
nuisance_dominant,ndfa_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.322021484375
nuisance_dominant,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.335693359375
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.15,0.0,0.6171875
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.4267578125
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.424072265625
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.775634765625
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.777587890625
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,512.0,0.15,0.0,0.61474609375
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.05,0.0,0.668701171875
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.05,0.0,0.66015625
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.15,0.0,0.588623046875
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.2,0.468994140625
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.05,0.0,0.6669921875
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,0.76806640625
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.787109375
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.84912109375
nuisance_dominant,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.4,0.302978515625
nuisance_dominant,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.305419921875
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.3408203125
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.8369140625
nuisance_dominant,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.24267578125
nuisance_dominant,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.312255859375
nuisance_dominant,ndfa_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.4,0.22412109375
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.667724609375
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.4,0.649658203125
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.66357421875
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.71728515625
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.71728515625
low_sample_noisy,ndfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.635009765625
low_sample_noisy,ndfa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.645263671875
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.479248046875
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.2,0.500244140625
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.2,0.493896484375
