source_file,cell,condition,method,seed,feedback_seed,feedback_rank,damping,adaptive_lr,epoch,n_train,n_test,input_noise,train_label_noise,loss,train_eval_acc,test_acc,raw_param_cosine,method_param_cosine,method_hidden_projected_step,method_hidden_norm_ratio,factorization_log_corr_mean,factorization_rel_error_mean,gradsq_factor_log_corr_mean,adam_factor_log_corr_mean,adam_exact_log_corr_mean,adam_diagk_update_cosine_mean,adam_m_diagk_update_cosine_mean
results/infodfa_adam_diagk_approx_v1/shards/shard_53/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,3.0,0.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,1.4408601600734984e-05,1.0,0.36328125,0.4771044850349426,0.4538498222827911,0.2257853478656366,0.3813332745297457,1.0000000596046448,0.0270539070479571,0.5000346314300259,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_41/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,1.0,1.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,5.539417907129973e-05,1.0,0.30810546875,0.5260339379310608,0.5269784331321716,0.4040301107935458,0.4191354542436412,1.0000000596046448,0.0273781060241162,0.5000374625305994,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_33/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,0.0,1.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,0.0001088199060177,1.0,0.3359375,0.5021871328353882,0.4832490980625152,0.4238438022500186,0.458304023811287,1.0000000596046448,0.0692361341789364,3.7149004128878005e-05,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_49/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,2.0,1.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,0.0004567354917526,1.0,0.313232421875,0.5246548652648926,0.449313759803772,0.4749525189905541,0.4838869824546409,1.0000000596046448,0.4312691763043403,6.075917440284684e-06,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_61/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,4.0,0.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,1.2643891750485636e-05,1.0,0.346435546875,0.5906938314437866,0.5959144830703735,0.2066527148601421,0.392688864388547,1.0000000596046448,0.0044603755231946,1.0000000596046448,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_57/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,3.0,1.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,1.0194039532507304e-05,1.0,0.358642578125,0.663702130317688,0.5991502404212952,0.2898457071130063,0.4825960896689159,1.0000000596046448,0.0083274646895006,1.0000000596046448,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_37/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,1.0,0.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,1.7134836980403634e-06,1.0,0.330810546875,0.6085901856422424,0.6180728077888489,0.1688498790581463,0.3549235625725473,1.0000000596046448,0.0003167130744259,1.0000000596046448,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_1/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,4.0,1.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,4.103623268747469e-06,1.0,0.34765625,0.5597612857818604,0.5855116844177246,0.1463016455684272,0.3641288422086495,1.0000000596046448,0.0010565128759481,1.0000000596046448,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_45/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_diag_activity_sqrt,2.0,0.0,0.0,0.1,,100.0,512.0,4096.0,0.15,0.4,0.0009984755888581,1.0,0.303955078125,0.4702018499374389,0.4066247045993805,0.5747833415255386,0.4739300692373003,1.0000000596046448,0.6620683073997498,8.943639997482933e-07,,,,
results/infodfa_adam_diagk_approx_v1/shards/shard_1/infodfa_adam_diagk_results.csv,low_sample_noisy,low_sample_noisy,dfa_sgd,1.0,1.0,0.0,,,100.0,512.0,4096.0,0.15,0.4,0.0,1.0,0.301025390625,6.777186078287855e-21,6.777186078287855e-21,6.777186314023185e-21,5.022461060931967e-11,1.0000000596046448,0.0,1.0000000596046448,,,,
