phase,development,id,width,method,rho,seed,status,validation_accuracy,validation_loss,validation_logit_abs_max,validation_top_1pct_loss_fraction,update_seconds,test_accuracy,test_loss,test_logit_abs_max,test_top_1pct_loss_fraction,bn,feedback_scale,budget
stability,False,stability_bn1_fb0.1_endfa_s64000,1024,endfa,,64000,complete,0.507,1.3735779731866542,11.114212989807129,0.039424921392535485,20.84456316451542,0.497,1.4214107843181394,11.352200508117676,0.043153533607052486,True,0.1,
stability,False,stability_bn1_fb0.1_kndfa_s64000,1024,kndfa,,64000,complete,0.5725,1.2222627287406265,12.428165435791016,0.05049067363246886,24.52976675075479,0.5555,1.2634928721349394,13.954347610473633,0.05313334949704587,True,0.1,
stability,False,stability_bn1_fb0.1_dfa_s64001,1024,dfa,,64001,complete,0.51,1.3328338189464026,10.881111145019531,0.04271166501563969,11.03448322811164,0.512,1.3541912871215152,12.210351943969727,0.0441166880592348,True,0.1,
stability,False,stability_bn1_fb0.1_ndfa_s64001,1024,ndfa,,64001,complete,0.5585,1.2010514901078047,11.518983840942383,0.05272850589073501,20.972627027658746,0.5606,1.2324292465558428,13.765152931213379,0.048912745664376346,True,0.1,
stability,False,stability_bn1_fb0.1_endfa_s64001,1024,endfa,,64001,complete,0.4895,1.399162778857501,10.82655143737793,0.04077594035131719,20.911939345300198,0.4939,1.4197453296248757,11.3308687210083,0.04288674518576741,True,0.1,
stability,False,stability_bn1_fb0.1_kndfa_s64001,1024,kndfa,,64001,complete,0.564,1.1989630619924232,11.23628044128418,0.05119327269818989,24.588667856063694,0.5606,1.2375535379872755,14.98423957824707,0.04866344089180242,True,0.1,
stability,False,stability_bn1_fb0.1_dfa_s64002,1024,dfa,,64002,complete,0.508,1.3587682934218601,11.396421432495117,0.04200991323597409,11.073726568138227,0.5073,1.3781334782983494,11.814957618713379,0.04366379640915635,True,0.1,
stability,False,stability_bn1_fb0.1_ndfa_s64002,1024,ndfa,,64002,complete,0.5655,1.2332224457925145,13.068490982055664,0.048117965705097326,20.932915510609746,0.5511,1.2602974710505082,15.975641250610352,0.05052663212398201,True,0.1,
stability,False,stability_bn1_fb0.1_endfa_s64002,1024,endfa,,64002,complete,0.4905,1.3980226784744358,11.787983894348145,0.04049419105102197,21.18914278759621,0.4934,1.4145101955296868,11.715975761413574,0.04300495279253784,True,0.1,
stability,False,stability_bn1_fb0.1_kndfa_s64002,1024,kndfa,,64002,complete,0.5635,1.2157884335661688,13.951093673706055,0.04951180995922822,24.46859085909091,0.5557,1.241938047231521,13.776902198791504,0.05081499420484427,True,0.1,
stability,False,stability_bn1_fb0.1_dfa_s64003,1024,dfa,,64003,complete,0.53,1.3133449010885914,12.2730073928833,0.043499689493330426,10.992483352310956,0.5241,1.3406080673155385,12.750097274780273,0.04621019165189474,True,0.1,
stability,False,stability_bn1_fb0.1_ndfa_s64003,1024,ndfa,,64003,complete,0.559,1.212102139519799,13.313265800476074,0.04890325146469204,21.120306819910184,0.5552,1.2325778019178637,16.316640853881836,0.04951771814513954,True,0.1,
stability,False,stability_bn1_fb0.1_endfa_s64003,1024,endfa,,64003,complete,0.52,1.3598788268057942,10.934837341308594,0.0448068940596289,20.927411360666156,0.5101,1.384930528229759,12.591850280761719,0.0466303675701284,True,0.1,
stability,False,stability_bn1_fb0.1_kndfa_s64003,1024,kndfa,,64003,complete,0.574,1.204252164210243,13.99431037902832,0.05204836902187976,24.830249636201188,0.5708,1.2268152755653694,16.506927490234375,0.05195599588814666,True,0.1,
stability,False,stability_bn1_fb0.1_dfa_s64004,1024,dfa,,64004,complete,0.5185,1.3421034864203065,13.085262298583984,0.041207429367223235,10.972668338334188,0.5081,1.3655823695504623,12.903139114379883,0.04337746954720891,True,0.1,
stability,False,stability_bn1_fb0.1_ndfa_s64004,1024,ndfa,,64004,complete,0.5685,1.2060982122437067,14.269943237304688,0.046905395034380445,20.832534136017784,0.5621,1.224850206839971,15.338196754455566,0.05050510464635814,True,0.1,
stability,False,stability_bn1_fb0.1_endfa_s64004,1024,endfa,,64004,complete,0.481,1.451551893483863,11.99787425994873,0.04042123490659375,21.05603802227415,0.4721,1.4796756278254393,11.814024925231934,0.04103776018255197,True,0.1,
stability,False,stability_bn1_fb0.1_kndfa_s64004,1024,kndfa,,64004,complete,0.568,1.1994181446449688,14.105569839477539,0.04760112562486044,24.430946906795725,0.5674,1.2190073009139488,14.346932411193848,0.049792697813347477,True,0.1,
stability,False,stability_bn1_fb1_dfa_s64000,1024,dfa,,64000,complete,0.4905,1.4561293922125664,14.709461212158203,0.04058372587981095,10.96273606736213,0.4815,1.4969982413984575,13.943413734436035,0.04564307619153468,True,1.0,
stability,False,stability_bn1_fb1_ndfa_s64000,1024,ndfa,,64000,complete,0.546,1.3090864486593712,15.946504592895508,0.055604119816205916,20.79914690880105,0.5336,1.3597454358718797,17.44765853881836,0.053710443961510375,True,1.0,
stability,False,stability_bn1_fb1_endfa_s64000,1024,endfa,,64000,complete,0.417,1.9588003784924013,16.241268157958984,0.04528234812438831,20.81146625149995,0.4181,1.9830888807512754,17.092132568359375,0.04725876914477133,True,1.0,
stability,False,stability_bn1_fb1_kndfa_s64000,1024,kndfa,,64000,complete,0.502,1.5193622722118434,16.829423904418945,0.05899922114368077,24.425849470077083,0.4999,1.580510502233967,19.587087631225586,0.05641440358008623,True,1.0,
stability,False,stability_bn1_fb1_dfa_s64001,1024,dfa,,64001,complete,0.454,1.5524953600190283,13.579062461853027,0.05049081064166478,10.97383874678053,0.4525,1.6045234439951659,15.824969291687012,0.050453446226326526,True,1.0,
stability,False,stability_bn1_fb1_ndfa_s64001,1024,ndfa,,64001,complete,0.5485,1.275851582899611,13.964630126953125,0.05372273784001752,20.83365212660283,0.5364,1.3231831187014047,15.1749849319458,0.05113173663265512,True,1.0,
stability,False,stability_bn1_fb1_endfa_s64001,1024,endfa,,64001,complete,0.397,2.2627795309149055,22.034639358520508,0.06193150910614003,20.84236448793672,0.3972,2.316990981490297,23.231599807739258,0.06214847461913369,True,1.0,
stability,False,stability_bn1_fb1_kndfa_s64001,1024,kndfa,,64001,complete,0.488,1.6017139757999677,18.338857650756836,0.05938644980791788,24.460998084628955,0.4857,1.642867196332544,21.14199447631836,0.060142489786768685,True,1.0,
stability,False,stability_bn1_fb1_dfa_s64002,1024,dfa,,64002,complete,0.445,1.6175605646350721,12.597838401794434,0.0430670879714849,11.024141164729372,0.4443,1.6279959299751667,15.238938331604004,0.04262482691950369,True,1.0,
stability,False,stability_bn1_fb1_ndfa_s64002,1024,ndfa,,64002,complete,0.537,1.3125548929673148,14.29191780090332,0.049919126683870454,20.74116418324411,0.5358,1.3357053106186947,19.123546600341797,0.05221727449602009,True,1.0,
stability,False,stability_bn1_fb1_endfa_s64002,1024,endfa,,64002,complete,0.412,2.0174857050590886,15.653285026550293,0.049486608462910475,20.787481971550733,0.4128,2.0398982203934275,16.397048950195312,0.04700769404330731,True,1.0,
stability,False,stability_bn1_fb1_kndfa_s64002,1024,kndfa,,64002,complete,0.54,1.4053226927016675,17.054956436157227,0.05328815130430175,24.581160123925656,0.5249,1.4288584302565854,19.054248809814453,0.05935514373667156,True,1.0,
stability,False,stability_bn1_fb1_dfa_s64003,1024,dfa,,64003,complete,0.4935,1.4380736415312267,13.788017272949219,0.049818751585131237,11.020534939365461,0.4985,1.4490593959549434,14.089402198791504,0.048847449473493856,True,1.0,
stability,False,stability_bn1_fb1_ndfa_s64003,1024,ndfa,,64003,complete,0.548,1.3074474447369124,16.449567794799805,0.05506100294236058,20.908318348461762,0.5414,1.3402369782775072,19.347896575927734,0.054250103549849514,True,1.0,
stability,False,stability_bn1_fb1_endfa_s64003,1024,endfa,,64003,complete,0.472,1.773619783068966,18.747844696044922,0.06705939599262373,20.93545281025581,0.4645,1.8086778711734497,18.810264587402344,0.06203037535772709,True,1.0,
stability,False,stability_bn1_fb1_kndfa_s64003,1024,kndfa,,64003,complete,0.523,1.4841740875100353,18.418378829956055,0.06099286424309886,24.467249079374596,0.5221,1.5175601556737195,18.19548988342285,0.05982031241857859,True,1.0,
stability,False,stability_bn1_fb1_dfa_s64004,1024,dfa,,64004,complete,0.463,1.5513241696542082,12.842927932739258,0.04359348630370364,10.975205041468143,0.4486,1.5737428552614852,13.260138511657715,0.04310902055406324,True,1.0,
stability,False,stability_bn1_fb1_ndfa_s64004,1024,ndfa,,64004,complete,0.5335,1.3159834038742138,13.88046646118164,0.049511419136499264,20.88985669449903,0.5266,1.318001671034632,15.592352867126465,0.05199779183959954,True,1.0,
stability,False,stability_bn1_fb1_endfa_s64004,1024,endfa,,64004,complete,0.421,2.4142311212241903,16.255165100097656,0.06573536421354811,21.038349004928023,0.4104,2.436042381369166,18.454622268676758,0.06610558440432347,True,1.0,
stability,False,stability_bn1_fb1_kndfa_s64004,1024,kndfa,,64004,complete,0.5045,1.5566825343204451,18.44154167175293,0.0516094773873397,24.525658175814897,0.487,1.5750623647688007,17.26206398010254,0.0513050330504783,True,1.0,
work,False,work60_bp_s61000,1024,bp,,61000,complete,0.659,0.960106113910885,15.4833345413208,0.0607271402166009,60.00172778242268,0.6599,0.9677184924193065,20.964452743530273,0.06180951490471148,,,60.0
work,False,work60_dfa_s61000,1024,dfa,,61000,complete,0.6275,1.052531397107744,13.264915466308594,0.05435580901116036,60.00173285021447,0.6212,1.0758347648117916,16.541399002075195,0.05758280433830201,,,60.0
work,False,work60_ndfa_s61000,1024,ndfa,,61000,complete,0.642,0.9976274607097239,13.250301361083984,0.06563585387928055,60.000421670498326,0.6386,1.0322697977712032,17.94660186767578,0.05987733284225432,,,60.0
work,False,work60_fd_dfa_s61000,1024,fd_dfa,,61000,complete,0.647,0.9919897779892831,13.57114315032959,0.057213550322404876,60.0026059160009,0.6518,0.9992582902196123,16.24557876586914,0.05611782600420955,,,60.0
work,False,work60_bp_s61001,1024,bp,,61001,complete,0.662,0.9546969266224176,14.39129638671875,0.05952762409561209,60.0000751146581,0.6586,0.9700659378484463,16.999113082885742,0.060205196993695906,,,60.0
work,False,work60_dfa_s61001,1024,dfa,,61001,complete,0.6345,1.0480111671735586,13.665886878967285,0.05405708246364686,60.000220152083784,0.6219,1.0738885541528,16.374086380004883,0.055961686131746964,,,60.0
work,False,work60_ndfa_s61001,1024,ndfa,,61001,complete,0.6455,1.0029977013190243,14.619050979614258,0.06190611325349272,60.00245160725899,0.6417,1.0292554223112167,20.545202255249023,0.06157215785981471,,,60.0
work,False,work60_fd_dfa_s61001,1024,fd_dfa,,61001,complete,0.6375,1.0170489894697992,13.423561096191406,0.055739435003932775,60.00103791919537,0.6349,1.031571738782516,13.444068908691406,0.05191355354310813,,,60.0
work,False,work60_bp_s61002,1024,bp,,61002,complete,0.6645,0.9540143422754533,14.387588500976562,0.06313664350353558,60.00104203308001,0.6556,0.979062314292534,18.520126342773438,0.060666248534143825,,,60.0
work,False,work60_dfa_s61002,1024,dfa,,61002,complete,0.6185,1.0610712819552353,12.614835739135742,0.05458528397757716,60.0000471053645,0.6228,1.076139482085599,15.929268836975098,0.0558785351953872,,,60.0
work,False,work60_ndfa_s61002,1024,ndfa,,61002,complete,0.648,1.0037414197902184,13.601736068725586,0.06454437742689993,60.00200560083613,0.6461,1.0233173569785579,17.90572738647461,0.06177686226633359,,,60.0
work,False,work60_fd_dfa_s61002,1024,fd_dfa,,61002,complete,0.6385,0.9898736465651272,15.198201179504395,0.05458058952891874,60.003611428895965,0.6375,1.0267567495607974,15.150300025939941,0.05470785690199107,,,60.0
work,False,work60_bp_s61003,1024,bp,,61003,complete,0.653,0.9754805055962145,14.36410140991211,0.061955841381348645,60.00025747390464,0.6638,0.9689181539164172,19.33745002746582,0.06130023309935191,,,60.0
work,False,work60_dfa_s61003,1024,dfa,,61003,complete,0.6195,1.0595425139291406,12.758445739746094,0.05425114805616966,60.000935850897804,0.6239,1.0736063952233503,16.168149948120117,0.055317978284808535,,,60.0
work,False,work60_ndfa_s61003,1024,ndfa,,61003,complete,0.641,1.0002600045402184,15.086262702941895,0.061109117640411506,60.003561947261915,0.6459,1.0306693959055826,20.460834503173828,0.06191930094208299,,,60.0
work,False,work60_fd_dfa_s61003,1024,fd_dfa,,61003,complete,0.6395,0.9999415163298729,14.383007049560547,0.05884983861978739,60.00332299130969,0.6524,1.0043412106807177,15.548279762268066,0.058006821836887455,,,60.0
work,False,work60_bp_s61004,1024,bp,,61004,complete,0.654,0.9671514503035935,16.254819869995117,0.060043683348610405,60.00115642696619,0.6533,0.9784495308097566,20.2203369140625,0.061732577182541555,,,60.0
work,False,work60_dfa_s61004,1024,dfa,,61004,complete,0.628,1.0486734684385515,13.474785804748535,0.05111946810744591,60.000487852608785,0.6193,1.078560096530687,16.0318546295166,0.05613265805585472,,,60.0
work,False,work60_ndfa_s61004,1024,ndfa,,61004,complete,0.646,1.00066037219373,14.815893173217773,0.06352204242031449,60.00224029785022,0.638,1.026561837379645,19.056821823120117,0.05961815855443671,,,60.0
work,False,work60_fd_dfa_s61004,1024,fd_dfa,,61004,complete,0.6595,0.976196169375573,14.259450912475586,0.05760926753266435,60.001412647077814,0.6461,1.0083169061986186,16.341279983520508,0.05831924914555883,,,60.0
work,False,work120_bp_s61000,1024,bp,,61000,complete,0.687,0.901214487212249,15.974801063537598,0.07303600982370584,120.00039026117884,0.6729,0.9297169698628106,18.07479476928711,0.06761827394834737,,,120.0
work,False,work120_dfa_s61000,1024,dfa,,61000,complete,0.648,0.991598001916876,17.55759048461914,0.06448057338586906,120.00024233269505,0.6485,1.014208736072586,17.824941635131836,0.0625069865824224,,,120.0
work,False,work120_ndfa_s61000,1024,ndfa,,61000,complete,0.6715,0.9540463983284025,16.766145706176758,0.0635933286236218,120.00257412577048,0.672,0.9535749949613553,18.942413330078125,0.06579147191535768,,,120.0
work,False,work120_fd_dfa_s61000,1024,fd_dfa,,61000,complete,0.6785,0.9061007025224405,16.826873779296875,0.06602998600213714,120.00024727499112,0.673,0.9534379241461209,18.199756622314453,0.06432517272876274,,,120.0
work,False,work120_bp_s61001,1024,bp,,61001,complete,0.679,0.9165866751027274,17.05745506286621,0.06988127112523848,120.00034648785368,0.6779,0.9297612421604343,20.191057205200195,0.06821883954852191,,,120.0
work,False,work120_dfa_s61001,1024,dfa,,61001,complete,0.6445,1.0001169138091595,13.936853408813477,0.059901605580445674,120.00072486209683,0.6485,1.0110462277170826,19.508859634399414,0.0622497671033457,,,120.0
work,False,work120_ndfa_s61001,1024,ndfa,,61001,complete,0.677,0.9257265663732956,15.089140892028809,0.0669295078228309,120.00048776622862,0.6675,0.9561027373496197,17.964147567749023,0.06672264251386308,,,120.0
work,False,work120_fd_dfa_s61001,1024,fd_dfa,,61001,complete,0.671,0.9182729262167056,16.005823135375977,0.05996384360322585,120.00333143211901,0.6611,0.9611778927457806,17.334224700927734,0.05941451696955972,,,120.0
work,False,work120_bp_s61002,1024,bp,,61002,complete,0.6745,0.9255711872017007,18.893953323364258,0.06789064923811672,120.00072999391705,0.6759,0.9260635545761877,21.320348739624023,0.06795281925355283,,,120.0
work,False,work120_dfa_s61002,1024,dfa,,61002,complete,0.633,1.0061220029867939,15.247111320495605,0.06101926345841629,120.00014190934598,0.646,1.017683284955493,18.80998992919922,0.06261506064803743,,,120.0
work,False,work120_ndfa_s61002,1024,ndfa,,61002,complete,0.6725,0.92507976129752,15.905702590942383,0.07014359293805983,120.0031287947204,0.6672,0.9597261166897226,18.79043960571289,0.06670680305198101,,,120.0
work,False,work120_fd_dfa_s61002,1024,fd_dfa,,61002,complete,0.6785,0.9376750603211449,17.60295867919922,0.07094783898393321,120.00237490492873,0.6688,0.9757358716870691,24.318498611450195,0.07057584258496391,,,120.0
work,False,work120_bp_s61003,1024,bp,,61003,complete,0.674,0.9112434363375966,16.793655395507812,0.06768429204344198,120.00068228296004,0.6744,0.9269810712636362,18.939002990722656,0.06715410973579897,,,120.0
work,False,work120_dfa_s61003,1024,dfa,,61003,complete,0.6445,1.0181663303611361,15.95438003540039,0.06100378087411014,120.00034817680717,0.6469,1.0160955725384968,19.523488998413086,0.06164029402221282,,,120.0
work,False,work120_ndfa_s61003,1024,ndfa,,61003,complete,0.668,0.9509814342737133,16.64713478088379,0.07051382013851158,120.00034306407906,0.6666,0.9524110032605316,19.830516815185547,0.06573396325017451,,,120.0
work,False,work120_fd_dfa_s61003,1024,fd_dfa,,61003,complete,0.6825,0.9208179676034857,16.607486724853516,0.06725662525050395,120.00137538369745,0.6673,0.9458951389562646,18.25759506225586,0.0651833146768324,,,120.0
work,False,work120_bp_s61004,1024,bp,,61004,complete,0.667,0.9224101367553567,15.5320405960083,0.06554345188816743,120.00115792569704,0.6757,0.9274126797523051,17.05333137512207,0.06705813841548564,,,120.0
work,False,work120_dfa_s61004,1024,dfa,,61004,complete,0.649,1.0110859601671245,15.986690521240234,0.0640508986006071,120.00057162018493,0.6434,1.0144694464330193,17.881515502929688,0.06160586207281545,,,120.0
work,False,work120_ndfa_s61004,1024,ndfa,,61004,complete,0.6845,0.9228988397708112,16.672779083251953,0.0682380642632642,120.00157791236416,0.6729,0.94872488411136,19.276168823242188,0.06535556550206295,,,120.0
work,False,work120_fd_dfa_s61004,1024,fd_dfa,,61004,complete,0.683,0.9210406405007207,14.750099182128906,0.06858966873310086,120.00053588231094,0.674,0.9426193733512036,17.85712432861328,0.06303464196988953,,,120.0
